disaster_type,severity,population_affected,rainfall_mm,temperature_c,disaster_duration_days,district,state,latitude,longitude,food_required,medical_required,water_required,clothing_required
Flood,6,38337,143.6,15.7,19,Fazilka,Punjab,30.9879,75.6983,73616,5965,89813,21761
Cyclone,10,1323,482.21,10.8,27,Barabanki,Uttar Pradesh,26.7402,81.0477,3836,239,4727,1416
Earthquake,4,59403,709.53,41.8,2,Kanyakumari,Tamil Nadu,13.4646,80.487,9077,9867,56516,30883
Tsunami,4,65297,612.4,30.1,4,Indore,Madhya Pradesh,23.2651,77.8793,25380,11524,107333,30738
Cyclone,8,74793,951.11,12.4,30,Bareilly,Uttar Pradesh,27.1877,81.0889,279753,12082,241679,73253
Flood,2,37860,817.78,30.3,16,Nayagarh,Odisha,19.547,85.9535,39565,3599,64850,16114
Fire,4,79282,868.97,15.1,27,Amreli,Gujarat,23.0604,72.6383,136472,15047,114420,32722
Earthquake,2,58066,541.67,11.1,21,Senapati,Manipur,25.3033,94.0535,73246,5361,71961,31068
Cyclone,1,29124,327.28,14.1,16,Kollam,Kerala,8.5079,76.9226,25357,2233,34438,13507
Tsunami,10,70423,701.74,37.1,17,South Tripura,Tripura,23.6168,91.887,163944,21077,245241,64032
Landslide,3,23302,439.05,36.4,15,Bagalkot,Karnataka,12.9808,77.6185,21299,3169,26103,11835
Flood,8,51624,287.75,31.2,13,South Delhi,Delhi (NCT),28.4753,76.6842,87432,10983,117942,29324
Flood,6,44008,152.27,17.3,1,Morena,Madhya Pradesh,23.3353,78.0703,4329,7074,61554,18277
Earthquake,7,36167,527.87,35.9,22,Tehri Garhwal,Uttarakhand,29.6212,78.1503,83136,9718,57252,35314
Fire,2,9460,594.25,24.3,5,Vellore,Tamil Nadu,13.2486,80.5474,2560,1578,5654,2616
Flood,6,98328,568.79,27.9,27,Chittoor,Andhra Pradesh,16.4263,80.3988,229776,14026,299565,65144
Fire,8,13041,116.55,41.4,20,Thiruvananthapuram,Kerala,9.284,77.0963,19461,5645,20129,5421
Earthquake,8,16093,569.99,26.0,1,Lohardaga,Jharkhand,22.963,85.0061,1574,3871,19775,9715
Flood,4,14720,168.41,31.9,12,Faizabad,Uttar Pradesh,26.7245,80.5717,16526,2025,25442,7075
Fire,6,20293,663.71,43.7,30,Bargarh,Odisha,20.698,86.0445,44334,6939,40779,9987
Tsunami,5,51659,429.38,25.8,23,Biswanath,Assam,26.2081,92.0013,133977,10724,128591,39788
Flood,9,21348,848.79,29.6,15,Dangs (Ahwa),Gujarat,22.7124,72.6309,41989,5879,68506,13332
Cyclone,8,45952,778.27,30.5,4,Srikakulam,Andhra Pradesh,16.877,81.0879,23127,10208,76122,21893
Cyclone,2,5127,724.38,18.4,19,Ramban,Jammu and Kashmir,34.1289,75.2445,6754,640,7480,3041
Landslide,7,63510,700.74,35.8,30,Sheikhpura,Bihar,25.3894,85.1579,165902,15610,173069,61941
Tsunami,7,4360,560.49,35.4,16,Gonda,Uttar Pradesh,27.0699,80.9109,9252,1372,12625,3049
Cyclone,1,37696,61.11,17.5,23,Kangra,Himachal Pradesh,31.3522,77.4438,46207,2657,50366,18430
Fire,1,9112,655.49,10.5,18,Sukma,Chhattisgarh,21.5895,82.046,8405,972,6850,2079
Earthquake,4,25923,466.92,45.0,26,Bishnupur,Manipur,25.1079,94.0004,43857,3799,43932,19851
Earthquake,5,73951,469.55,30.4,17,Anand,Gujarat,22.589,72.2909,97856,12908,103812,55432
Cyclone,4,47127,379.02,16.3,11,Karimganj,Assam,26.5214,91.4225,41655,6628,61225,22986
Flood,7,78267,929.07,19.9,20,Kabirdham (Kawardha),Chhattisgarh,21.2446,82.0105,171545,16425,232705,54934
Cyclone,3,83894,249.45,31.6,13,Kushinagar (Padrauna),Uttar Pradesh,26.7361,80.591,80255,10827,100270,38457
Earthquake,7,25199,316.59,14.8,24,Aligarh,Uttar Pradesh,27.0954,80.8646,55734,4539,54315,25059
Flood,8,37092,963.04,11.3,29,Mahabubnagar,Telangana,17.3575,78.339,138467,6109,135174,30891
Landslide,6,97012,810.15,37.9,22,Udham Singh Nagar,Uttarakhand,30.9986,78.4446,162872,22838,181043,64693
Flood,6,11077,14.09,35.1,9,East Garo Hills,Meghalaya,25.4194,92.3272,9061,2050,20977,5265
Flood,8,56334,906.11,20.8,17,East Khasi Hills,Meghalaya,25.2702,92.0239,119212,10719,174075,39361
Earthquake,8,92330,226.65,12.0,17,Vaishali,Bihar,24.947,85.146,164444,13778,184767,102168
Fire,7,47476,705.93,27.0,27,Lohardaga,Jharkhand,23.19,85.0379,116214,15432,96688,23078
Flood,6,34078,553.07,19.7,5,Kulgam,Jammu and Kashmir,33.708,74.8776,15168,6162,48340,16545
Cyclone,6,9318,536.81,23.9,22,Bijapur,Chhattisgarh,20.9591,81.8699,19388,1483,20613,8059
Tsunami,10,21888,717.92,19.6,8,Barmer,Rajasthan,26.9563,75.8858,27205,6274,63761,15211
Cyclone,6,20601,207.18,16.1,3,Nayagarh,Odisha,19.7692,85.7078,5921,3332,21183,9169
Cyclone,8,78089,159.03,23.5,6,Sheikhpura,Bihar,25.008,85.5912,45354,13219,146751,46490
Landslide,1,15310,651.91,43.8,3,Aravalli,Gujarat,23.3031,72.987,2119,1719,9076,4857
Flood,5,74325,290.58,19.3,8,Indore,Madhya Pradesh,23.1189,77.9282,55619,10071,115091,34854
Earthquake,3,45589,973.95,21.8,12,Cooch Behar,West Bengal,22.6117,88.2921,46524,6024,57927,23737
Cyclone,8,93017,451.51,21.5,27,Gir Somnath,Gujarat,22.91,72.7461,298097,20678,246197,91179
Cyclone,6,63821,111.6,26.8,27,Purulia,West Bengal,22.0853,88.4447,163361,11994,165292,45975
Cyclone,2,95144,685.82,39.5,4,Mau,Uttar Pradesh,26.7791,80.4466,19908,13566,87068,35739
Flood,7,42753,306.16,24.1,2,Devbhoomi Dwarka,Gujarat,23.2032,72.8355,8403,7082,77537,19072
Cyclone,7,86778,148.59,38.2,28,Jayashankar Bhoopalpally,Telangana,17.1739,78.4388,218789,19987,247884,65575
Flood,5,41050,422.82,14.0,25,Sindhudurg,Maharashtra,19.4343,72.2483,100125,5234,105654,26967
Fire,8,9016,964.22,41.3,10,Hassan,Karnataka,13.0439,77.4256,7743,4163,11582,3299
Cyclone,5,66011,411.43,16.5,15,Sangrur,Punjab,30.6625,75.2647,82195,7898,129354,38372
Cyclone,1,31549,347.33,11.4,13,Parbhani,Maharashtra,19.3353,73.1285,24052,2507,26990,13920
Landslide,9,89433,444.51,15.5,24,Daman,Daman and Diu (UT),20.4524,73.2713,185261,21493,199469,64885
Fire,4,20882,12.12,16.7,15,Mahendragarh,Haryana,28.7917,75.4505,16886,4064,21723,7054
Flood,2,92664,133.1,27.8,22,Wardha,Maharashtra,18.7987,72.424,138908,12758,132152,38977
Tsunami,4,20343,849.67,25.7,19,Barabanki,Uttar Pradesh,26.5933,81.1715,43193,3176,41096,13888
Flood,9,29479,978.03,35.1,18,Tirap,Arunachal Pradesh,27.4979,93.457,76284,7422,94395,20924
Flood,2,37880,157.94,11.8,13,RaeBareli,Uttar Pradesh,27.3779,80.806,34980,2941,51761,17443
Fire,4,30840,535.52,27.4,20,Ganjam,Odisha,19.8545,86.0553,36230,6902,29971,12715
Earthquake,2,20084,966.33,21.6,20,Malkangiri,Odisha,19.9051,85.6389,25159,2306,28223,13289
Cyclone,5,150,156.58,32.1,1,Chandrapur,Maharashtra,18.9089,72.5207,14,25,157,64
Flood,3,6690,186.31,11.5,25,West Siang,Arunachal Pradesh,27.4785,94.0888,14721,586,14193,3648
Earthquake,10,40305,926.82,11.2,16,Kanpur Nagar,Uttar Pradesh,26.783,80.8427,76023,7292,89473,33814
Cyclone,2,15262,705.69,25.0,26,Bongaigaon,Assam,26.2722,91.6266,27464,1679,23735,7487
Landslide,9,49846,151.97,38.4,8,Poonch,Jammu and Kashmir,33.9315,75.1534,40836,13825,76069,33825
Flood,5,13205,393.49,33.5,23,Ujjain,Madhya Pradesh,23.9511,77.1329,29665,2158,32594,7685
Landslide,10,37599,56.27,10.6,6,Thanjavur,Tamil Nadu,12.9925,79.7744,20309,9384,58644,21029
Earthquake,5,36741,432.67,16.2,3,Serchhip,Mizoram,23.4926,92.4682,8326,5715,40348,15814
Landslide,1,11728,777.9,17.9,20,Mandya,Karnataka,12.552,77.1294,12318,939,10464,5437
Fire,6,42132,553.97,24.8,16,Lower Dibang Valley,Arunachal Pradesh,26.8744,94.2849,46469,12488,55413,15538
Fire,7,65129,647.44,30.5,2,Kishtwar,Jammu and Kashmir,34.1811,74.4577,11704,23196,60129,17494
Cyclone,1,38616,326.82,17.6,23,Hassan,Karnataka,13.1729,77.685,49383,3182,49900,18625
Flood,9,87257,161.4,23.4,2,North Tripura,Tripura,24.2157,91.2087,19357,17705,154730,43277
Flood,8,1576,13.12,30.4,30,Mysuru (Mysore),Karnataka,12.8604,77.8321,5864,302,5365,1299
Landslide,8,40900,821.31,23.4,15,Mahe,Puducherry (UT),12.2141,79.5807,56739,10236,88528,22972
Landslide,7,35888,636.65,15.0,10,Bargarh,Odisha,20.707,86.1678,30598,6252,46693,18774
Cyclone,5,90073,229.32,27.2,1,Gonda,Uttar Pradesh,27.0514,81.0387,8277,14902,92744,42312
Flood,3,26340,418.43,21.3,22,Churu,Rajasthan,26.759,76.0477,41914,3281,40315,12601
Cyclone,9,11022,801.44,40.2,20,Dharmapuri,Tamil Nadu,12.833,80.0217,27034,3236,29089,10237
Earthquake,7,64298,538.7,37.1,15,Kaithal,Haryana,28.9595,75.5012,82796,18918,102950,50697
Earthquake,10,58839,300.16,16.7,24,Hojai,Assam,26.1932,91.6294,160969,12680,180447,61583
Fire,10,73702,267.18,15.3,1,Bhilwara,Rajasthan,26.9194,75.8077,5917,23668,75830,23292
Tsunami,8,12189,217.61,22.2,25,Papum Pare,Arunachal Pradesh,27.0841,93.4786,35778,2580,39359,12177
Flood,6,32700,823.73,24.4,22,Navsari,Gujarat,23.3183,72.0053,82460,5110,95788,18869
Earthquake,5,46276,581.86,42.6,16,Budgam,Jammu and Kashmir,34.4116,74.9117,66590,9911,64455,28443
Cyclone,8,8267,709.16,20.6,30,Chhota Udepur,Gujarat,22.8872,72.7829,26061,1863,27559,7336
Cyclone,3,78452,860.12,40.4,18,Sambalpur,Odisha,21.0309,85.7636,99090,11952,131319,38407
Flood,7,21264,986.86,27.7,24,Goalpara,Assam,26.6362,91.7588,60259,4213,77740,13315
Flood,2,86065,249.48,41.0,5,Bhandara,Maharashtra,19.0982,73.1549,27887,10688,96323,25388
Landslide,3,31515,180.9,34.6,21,Dholpur,Rajasthan,26.7112,75.6384,42011,5104,32145,17589
Cyclone,2,73753,462.0,34.8,5,Sheikhpura,Bihar,24.8589,85.5024,21396,8656,74497,22874
Earthquake,5,71995,35.07,28.2,23,Biswanath,Assam,26.1088,91.8094,121531,12398,154482,58936
Landslide,7,80000,791.72,39.4,23,Kodagu,Karnataka,13.2167,77.3734,186432,20476,162689,58996
Fire,10,94430,883.76,18.9,10,Panna,Madhya Pradesh,23.5869,77.582,95296,35643,146745,42055
Flood,10,75929,686.04,41.8,27,Moga,Punjab,31.3668,76.1828,298109,22371,293752,67934
Earthquake,1,58750,268.0,32.3,23,Palakkad,Kerala,8.4294,76.6128,69137,6481,53727,35860
Cyclone,10,59081,123.16,25.4,12,Vadodara,Gujarat,22.6652,72.6745,76050,14013,135235,40446
Fire,9,74968,382.14,44.4,10,Gomati,Tripura,23.7118,91.0204,74005,33171,96732,28357
Fire,1,715,833.34,40.2,2,Sheikhpura,Bihar,25.2103,85.3136,65,113,369,112
Fire,1,45712,347.83,37.0,24,Unnao,Uttar Pradesh,26.508,81.136,50567,6803,40209,15443
Cyclone,10,78037,34.25,19.6,1,Durg,Chhattisgarh,21.2475,81.4678,9190,18493,140411,51029
Landslide,8,42036,274.28,44.1,16,Jind,Haryana,28.9136,76.4374,60685,12694,70894,30409
Flood,6,29472,989.95,36.0,29,Latehar,Jharkhand,23.9516,85.1269,89833,5394,85095,18553
Flood,6,67975,676.67,31.2,30,Devbhoomi Dwarka,Gujarat,23.3299,72.6487,218653,13708,221376,52695
Cyclone,9,81882,900.85,42.3,18,Palamu,Jharkhand,23.4124,84.8672,174405,23823,217958,63867
Flood,4,61800,774.87,15.7,27,Betul,Madhya Pradesh,23.5249,77.065,139266,6712,181666,31264
Flood,8,8209,539.71,14.9,7,Raigarh,Chhattisgarh,21.5513,81.883,6818,1348,18767,4125
Landslide,4,23858,148.69,29.7,4,Kurung Kumey,Arunachal Pradesh,26.7797,93.4832,6460,4030,20195,10709
Tsunami,2,88727,348.64,12.0,27,Tiruchirappalli,Tamil Nadu,12.8565,80.2301,197283,7824,191779,56486
Cyclone,8,13417,583.74,33.2,10,Tiruvannamalai,Tamil Nadu,13.4159,79.8327,13378,3972,28795,8874
Cyclone,7,82398,870.63,18.4,10,Betul,Madhya Pradesh,23.2027,77.2573,94390,15742,141637,44795
Cyclone,4,69101,268.68,14.2,25,Pilibhit,Uttar Pradesh,26.832,80.3068,128628,7166,135090,46194
Cyclone,9,51523,121.23,24.3,11,Uttarkashi,Uttarakhand,30.32,77.2602,59488,10770,124663,35427
Flood,9,25722,558.83,26.3,25,Tumakuru (Tumkur),Karnataka,12.548,77.0402,76647,6245,79720,18394
Tsunami,8,6900,176.5,16.0,30,Hardoi,Uttar Pradesh,26.4364,80.6624,31358,1224,23572,7198
Flood,1,35639,610.36,11.5,3,Banda,Uttar Pradesh,26.7536,80.4541,7187,2648,31798,9963
Cyclone,7,2700,263.52,24.5,29,Bharuch,Gujarat,22.7566,72.9309,7179,475,7527,2530
Flood,5,71154,230.96,36.6,14,Ferozepur,Punjab,31.8791,75.3946,88645,12793,141507,34416
Landslide,7,85263,399.18,40.6,13,Nagpur,Maharashtra,18.8954,73.1835,84255,23540,132825,53059
Fire,9,29469,593.19,13.4,19,Vaishali,Bihar,25.2244,85.0163,44863,9344,50865,13006
Tsunami,2,97081,545.32,28.4,25,Pune,Maharashtra,18.8864,72.6946,166026,13236,195316,51300
Fire,4,16789,244.73,19.2,29,Giridih,Jharkhand,23.007,85.3172,26335,3633,25515,7773
Cyclone,4,81559,891.12,23.1,10,Rajkot,Gujarat,22.8412,72.9502,72398,10592,134875,39531
Flood,2,38569,109.88,42.7,15,Cachar,Assam,26.0702,91.3612,42909,4171,58988,14606
Fire,3,96039,39.47,22.3,28,Sambalpur,Odisha,20.9379,85.3948,130533,14444,122453,38611
Cyclone,8,1058,602.71,22.8,8,Meerut,Uttar Pradesh,26.7271,81.5832,916,235,1966,660
Earthquake,9,60112,123.41,17.3,17,Udaipur,Rajasthan,27.4597,75.8609,114145,12572,151496,47795
Flood,6,69174,504.89,43.6,6,Imphal West,Manipur,25.0085,93.5175,43202,13147,105236,30626
Flood,10,60121,951.77,26.0,7,Jhunjhunu,Rajasthan,27.4748,76.0213,61586,15235,158683,29061
Earthquake,2,89040,698.58,30.0,14,Ajmer,Rajasthan,26.7132,75.8714,73122,12321,101428,45223
Earthquake,2,50882,617.46,25.9,27,Barpeta,Assam,26.4872,91.6417,93652,6128,72035,40093
Fire,7,75619,574.81,18.9,30,Muzaffarnagar,Uttar Pradesh,27.308,81.4465,201367,24138,157271,34877
Flood,8,59415,179.54,38.4,8,Lower Subansiri,Arunachal Pradesh,27.4611,93.7332,58553,13450,122061,29511
Earthquake,8,24742,432.65,11.0,12,Balaghat,Madhya Pradesh,23.1043,77.3129,28543,4518,48320,19749
Flood,6,79103,342.52,34.2,28,Bhilwara,Rajasthan,27.1012,75.9605,202480,15380,233669,49820
Flood,10,305,953.07,30.8,18,Thane,Maharashtra,19.8017,73.2445,890,86,1021,208
Cyclone,8,93045,242.32,15.0,14,Fatehpur,Uttar Pradesh,27.0334,81.0879,144574,14927,183927,73390
Flood,1,12542,471.52,15.8,1,Mayurbanj,Odisha,20.1558,86.1949,792,1068,10653,3090
Flood,9,91926,938.08,33.1,4,Shahdara,Delhi (NCT),29.0131,76.9384,51947,23409,190102,45709
Cyclone,1,91744,789.18,20.9,17,Nawada,Bihar,25.7116,85.199,93089,9173,79337,39581
Cyclone,3,5791,964.52,19.3,18,Sagar,Madhya Pradesh,23.7419,77.9366,7786,781,7660,3075
Flood,9,39009,608.33,12.1,19,Kamrup Metropolitan,Assam,26.1698,91.7913,113115,5612,118200,28290
Flood,5,19604,333.79,36.8,4,Jalaun,Uttar Pradesh,26.6849,80.4827,8071,3539,27702,7902
Flood,9,64370,826.65,40.9,28,Sonbhadra,Uttar Pradesh,27.4644,81.0767,270145,18282,281783,50719
Flood,9,95798,291.46,38.7,28,Adilabad,Telangana,17.4093,78.6935,380013,24121,361022,79360
Earthquake,6,58151,164.77,26.3,6,Jhajjar,Haryana,28.6915,76.0452,24946,10746,70787,38353
Cyclone,1,38898,706.29,28.7,8,Mahasamund,Chhattisgarh,20.9618,81.7972,19614,3468,32851,14704
Cyclone,10,49430,638.96,18.5,25,Ahmedabad,Gujarat,22.8535,72.8634,164063,11558,200224,48347
Cyclone,7,87187,878.95,16.0,15,Kalpeni,Lakshadweep (UT),9.8693,72.3511,133107,15335,187633,55732
Fire,6,79019,961.92,38.8,20,Tiruvannamalai,Tamil Nadu,13.6343,79.955,146376,25108,128546,34021
Landslide,9,82132,857.2,37.9,1,Khandwa,Madhya Pradesh,23.277,77.3329,8485,22629,106328,37564
Fire,7,41816,60.02,37.2,30,Thrissur,Kerala,8.4841,76.5259,89292,11063,77313,24473
Fire,4,74724,664.51,26.2,5,Sant Kabir Nagar,Uttar Pradesh,26.5308,81.0469,22698,16064,51766,19023
Earthquake,7,47082,784.73,40.3,16,Meerut,Uttar Pradesh,27.1236,81.7156,76913,10603,91878,36732
Fire,2,27544,981.93,42.4,21,Karimganj,Assam,26.8448,91.6509,30791,5286,27927,9637
Earthquake,6,24834,374.66,21.5,25,Mon,Nagaland,25.6266,94.4954,51580,3741,50167,23812
Flood,6,41845,169.88,17.9,6,West Tripura,Tripura,23.57,91.17,26923,6157,76601,21610
Flood,2,34671,852.93,26.2,21,Ballari (Bellary),Karnataka,13.1873,77.4263,53560,3313,52857,17736
Cyclone,4,92051,317.47,16.3,10,Karbi Anglong,Assam,25.6675,92.0374,71473,10831,116758,44065
Landslide,8,15489,598.2,40.9,10,Vellore,Tamil Nadu,13.1493,80.6094,14205,4226,19711,8950
Earthquake,8,93380,389.89,21.8,5,Nainital,Uttarakhand,30.4282,77.9191,42579,22889,128566,63274
Fire,8,84318,402.33,30.2,8,Krishna,Andhra Pradesh,16.7219,80.2504,51276,30194,110747,29113
Cyclone,8,45138,732.46,30.8,27,Supaul,Bihar,26.114,84.7847,126487,12055,145374,45126
Cyclone,1,99946,361.48,28.0,1,Mewat,Haryana,29.1427,76.5936,4626,9432,66544,28714
Flood,2,72895,693.08,15.5,5,Raisen,Madhya Pradesh,22.89,77.131,27066,8135,84290,23810
Flood,4,45268,14.33,44.7,1,Golaghat,Assam,25.964,91.6306,3464,6703,49444,15077
Landslide,9,78182,324.65,16.0,7,Gautam Buddha Nagar,Uttar Pradesh,26.7202,80.9585,51359,13099,115951,44879
Earthquake,3,67790,319.04,36.3,30,Chamarajanagar,Karnataka,13.4368,77.2797,130656,10878,120459,53424
Cyclone,6,74402,748.84,37.7,15,Amravati,Maharashtra,19.1135,72.7162,100770,17440,166906,46320
Landslide,7,11330,314.56,15.1,23,Bahraich,Uttar Pradesh,27.0957,81.0492,21396,1620,23021,8123
Flood,8,83401,633.33,42.7,29,Chandigarh,Chandigarh (UT),30.4683,76.9596,296093,20743,301410,59900
Tsunami,7,6002,688.52,27.1,26,Kanpur Nagar,Uttar Pradesh,26.8396,80.8388,18082,1614,23505,5417
Cyclone,3,66858,658.43,32.0,24,Gonda,Uttar Pradesh,27.084,80.8689,110307,10362,122557,38857
Cyclone,6,27150,603.29,32.5,14,Ghaziabad,Uttar Pradesh,26.7899,80.6717,34962,4683,49224,15987
Cyclone,5,99905,413.62,27.7,23,Kabirdham (Kawardha),Chhattisgarh,21.3751,82.0205,216301,13642,200740,70100
Flood,10,74686,373.3,15.0,27,Warangal (Urban),Telangana,17.4655,79.0349,259582,17695,278300,66546
Flood,4,69210,564.58,36.3,9,Morigaon,Assam,25.7112,91.967,55485,9891,118016,34596
Earthquake,1,76793,63.7,30.4,8,Morena,Madhya Pradesh,23.4901,77.709,30030,8152,56505,31330
Landslide,7,19675,875.82,14.2,8,Nuapada,Odisha,20.6928,86.1858,13917,3728,28432,11554
Fire,8,59040,825.32,34.5,3,Gariyaband,Chhattisgarh,20.8088,81.9365,16215,22386,60155,18020
Flood,2,40344,346.38,34.6,26,Narayanpur,Chhattisgarh,21.1573,81.1923,68095,4239,87392,23734
Earthquake,7,83581,566.82,29.2,20,Pune,Maharashtra,18.8849,72.704,187726,20649,165784,86969
Flood,6,15062,932.23,13.2,4,Bareilly,Uttar Pradesh,27.1748,80.8228,6693,1700,28807,5844
Flood,5,90488,271.64,22.3,17,Morigaon,Assam,25.5023,91.9762,146133,14568,172316,49862
Fire,4,96320,742.46,11.8,6,Azamgarh,Uttar Pradesh,26.8701,80.9949,32759,17202,83774,26338
Earthquake,2,77432,82.73,26.7,2,Bikaner,Rajasthan,26.5242,75.7131,9396,7932,49447,35901
Flood,10,24550,523.37,41.7,9,Saharsa,Bihar,25.2468,84.8665,34249,7028,66638,13573
Flood,6,53594,883.97,10.1,14,Balrampur,Uttar Pradesh,27.0566,81.1114,75807,8233,115117,32179
Tsunami,5,45137,551.71,19.3,1,Janjgir-Champa,Chhattisgarh,21.3572,81.4822,4292,6582,57414,21005
Flood,2,83140,616.25,38.0,17,Ramanathapuram,Tamil Nadu,12.8147,80.1709,101813,10285,119471,29496
Cyclone,10,30141,907.64,10.3,11,Vikarabad,Telangana,17.4205,78.7751,39890,6765,62218,22265
Earthquake,7,10815,715.36,10.4,29,Fatehgarh Sahib,Punjab,31.0611,75.2132,29219,1750,24872,11745
Flood,6,21903,695.87,31.4,26,Srinagar,Jammu and Kashmir,33.7784,74.7106,64207,3610,69362,17013
Flood,9,69006,586.38,37.6,27,Chitradurga,Karnataka,13.1723,77.1432,275134,16330,240178,57872
Cyclone,10,61826,632.99,37.2,6,Hisar,Haryana,29.2272,75.8171,50666,22016,116239,40581
Fire,5,2008,803.71,37.3,29,Birbhum,West Bengal,22.1917,88.5634,3690,646,3327,739
Earthquake,9,37175,979.23,22.6,1,Tuensang,Nagaland,25.6403,94.407,4127,9362,43784,24059
Earthquake,9,64687,795.33,40.9,28,Jogulamba Gadwal,Telangana,17.6652,78.1821,196529,23137,194170,67703
Tsunami,1,53748,707.54,10.4,19,Godda,Jharkhand,23.4749,85.4275,70982,4024,81603,27038
Fire,5,21234,135.54,20.9,16,Darbhanga,Bihar,25.9034,85.6006,23228,4902,24540,8209
Cyclone,9,56243,817.08,21.8,26,Banaskantha (Palanpur),Gujarat,23.071,72.2382,166995,13176,175546,56116
Cyclone,7,69223,735.99,15.8,18,Gautam Buddha Nagar,Uttar Pradesh,27.1879,81.3506,154672,14009,152961,53141
Earthquake,6,95659,770.43,21.8,29,Lunglei,Mizoram,23.385,92.2851,228987,14319,236060,83433
Fire,6,45253,231.1,30.5,11,Lakhisarai,Bihar,25.4399,85.2517,32520,13375,48962,13230
Earthquake,7,2513,903.44,28.2,9,Sitapur,Uttar Pradesh,26.1191,80.6829,2081,542,4210,1614
Earthquake,1,90674,97.28,21.2,21,Raichur,Karnataka,13.0986,77.4847,116434,8426,99079,45491
Flood,4,22655,253.61,36.2,6,Budgam,Jammu and Kashmir,34.3837,74.9387,13112,3329,28206,9957
Cyclone,1,11052,663.02,35.0,2,Arwal,Bihar,25.8795,84.7872,1216,1306,7620,3674
Cyclone,6,69093,673.71,19.8,8,Golaghat,Assam,25.9107,91.2839,51823,12448,101468,45483
Flood,4,74100,313.32,21.3,22,Purnia (Purnea),Bihar,25.5746,85.497,138815,8707,153120,43164
Flood,1,66786,701.52,20.1,16,Bargarh,Odisha,20.417,85.9697,65748,5638,91333,29804
Earthquake,9,32364,387.93,14.5,27,Yamunanagar,Haryana,29.349,76.4693,100623,6559,78117,37143
Earthquake,4,47653,0.18,36.3,28,Bandipore,Jammu and Kashmir,33.9138,74.5382,97619,8282,73314,43629
Cyclone,6,54459,162.61,11.6,8,Nuapada,Odisha,20.4879,86.2497,41033,7154,77859,30292
Earthquake,7,98422,882.62,15.3,8,Champhai,Mizoram,24.0358,92.5157,82359,17236,163607,74720
Earthquake,8,9908,222.69,13.7,14,Katni,Madhya Pradesh,23.6477,77.2943,14208,2025,16903,8806
Flood,9,52430,112.91,38.9,1,Kanyakumari,Tamil Nadu,13.2079,80.2498,6828,15289,92305,21210
Fire,9,38445,682.2,11.5,7,Unakoti,Tripura,24.3708,91.1242,24657,11946,48406,15409
Fire,8,69717,440.71,33.3,2,Udupi,Karnataka,13.0015,77.8201,13117,25035,67867,22730
Fire,10,39322,796.59,11.6,15,Lohardaga,Jharkhand,23.0098,85.0576,57916,11997,64891,14723
Earthquake,3,57855,861.44,37.5,27,Seoni,Madhya Pradesh,23.8437,77.462,106960,8249,74311,42980
Earthquake,2,9033,845.99,41.9,24,East Siang,Arunachal Pradesh,27.3713,93.2767,14307,1158,11631,6594
Flood,5,68307,313.01,27.0,28,Jaisalmer,Rajasthan,27.3691,76.0588,187651,9681,185152,35412
Cyclone,1,43839,505.55,38.2,18,Sheohar,Bihar,25.9721,85.2884,45685,4716,50549,22194
Flood,3,47838,650.14,34.7,4,Tapi (Vyara),Gujarat,23.2372,72.2045,13352,6065,62787,17336
Tsunami,1,96853,321.98,37.8,18,Jammu,Jammu and Kashmir,34.3975,74.5219,128957,11853,118850,49472
Flood,3,84644,41.1,36.8,29,Gonda,Uttar Pradesh,26.9644,80.8094,204314,11746,184451,65017
Flood,4,21983,495.66,17.2,23,Longleng,Nagaland,25.8987,94.0465,41148,2956,46699,13383
Landslide,7,98918,12.82,27.5,5,Khowai,Tripura,23.3117,91.5718,41959,21397,105085,47591
Tsunami,5,98610,950.65,43.6,29,Bhopal,Madhya Pradesh,23.1463,77.6663,294060,24520,321951,80567
Fire,5,99351,796.68,22.0,27,Churu,Rajasthan,26.9007,75.6639,190171,22128,164808,47056
Flood,1,43501,192.01,44.0,16,East Kameng,Arunachal Pradesh,26.6638,93.4545,46206,4763,60195,18029
Flood,8,15480,287.57,30.4,13,Harda,Madhya Pradesh,23.6245,77.5341,23436,3416,39609,9053
Cyclone,4,18312,982.84,26.2,27,Ranchi,Jharkhand,23.744,85.0049,44077,2255,39095,14298
Flood,10,28274,373.55,33.0,9,Moga,Punjab,31.2692,76.1177,30447,7321,62153,15443
Flood,5,6961,783.72,38.6,5,Dangs (Ahwa),Gujarat,22.604,72.9393,3180,1141,12422,3138
Earthquake,2,6194,446.82,23.8,27,Puri,Odisha,20.1048,85.0576,10713,570,8680,4108
Tsunami,1,51419,864.1,11.2,8,Hathras,Uttar Pradesh,27.3414,81.0094,27308,4135,55161,22421
Cyclone,9,46828,703.75,34.8,18,Saharanpur,Uttar Pradesh,26.9745,81.1354,95038,12012,124841,45313
Fire,2,24463,22.91,43.5,3,Lalitpur,Uttar Pradesh,27.1378,80.4926,3242,4573,11362,4169
Fire,6,87946,294.39,31.9,6,Jalgaon,Maharashtra,18.8937,72.6881,33950,22526,92982,25628
Cyclone,1,39400,557.99,16.6,11,Coimbatore,Tamil Nadu,12.6656,80.0131,27288,3812,36728,12617
Fire,1,54908,926.17,18.7,23,Sambhal (Bhim Nagar),Uttar Pradesh,26.9617,80.3999,62054,6219,44667,17369
